phase,case,method,physical_world_id,termination,physical_seconds,collision,safe_return,operational_pass,time_near_home_seconds,max_home_distance_m,final_home_distance_m,final_speed_mps,adaptive_only_triplet
dense-search-v1,case-004,PD_F,world-bfac499c684bf5d513e9237abc500bd1a4b5edf8000a6e2bf7f9b3a1781365d0,duration_complete,32.0,False,False,True,13.690000000000003,3.000762753002048,0.0028162471613035304,0.0030500001882893205,False
dense-search-v1,case-005,A_BAL,world-8135e152c1eee8bb4c545a8d45090a746c6a43004e3715df04c3174d9d616beb,duration_complete,32.0,False,False,False,4.07,8.013807514694058,8.013767923730928,4.633777599672797e-06,False
dense-search-v1,case-005,F2,world-8135e152c1eee8bb4c545a8d45090a746c6a43004e3715df04c3174d9d616beb,physical_collision,5.62,True,False,True,4.195,0.5905861183324155,0.5905861183324155,0.46286686611495076,False
dense-search-v1,case-005,PD_F,world-8135e152c1eee8bb4c545a8d45090a746c6a43004e3715df04c3174d9d616beb,physical_collision,5.575,True,False,True,3.7800000000000007,0.5984666160298573,0.5984666160298573,0.4808491242501978,False
dense-search-v1,case-006,A_BAL,world-43f6068a3152877b217871fa52fc6f92d0207225cdd5912663d44d91692a9984,physical_collision,2.775,True,False,True,2.6149999999999998,0.21296802721468763,0.17663023771410472,0.3245245554347093,False
dense-search-v1,case-006,F2,world-43f6068a3152877b217871fa52fc6f92d0207225cdd5912663d44d91692a9984,physical_collision,2.77,True,False,True,2.6149999999999998,0.21199008529557142,0.1758677310319366,0.3211080542866054,False
dense-search-v1,case-006,PD_F,world-43f6068a3152877b217871fa52fc6f92d0207225cdd5912663d44d91692a9984,physical_collision,3.0199999999999996,True,False,True,2.205,0.5118024163678666,0.4739884287886437,0.38204429887057967,False
dense-search-v1,case-007,A_BAL,world-5b371c7d48b1744d6a2fd831d1b7eb25976cac656023a56ebc62e452554968d8,physical_collision,5.994999999999999,True,False,True,3.805,0.746377049239357,0.746377049239357,0.4879392269680008,False
dense-search-v1,case-007,F2,world-5b371c7d48b1744d6a2fd831d1b7eb25976cac656023a56ebc62e452554968d8,duration_complete,32.0,False,False,True,10.004999999999992,2.715297003103457,0.0037151275844155853,0.004013832669294713,False
dense-search-v1,case-007,PD_F,world-5b371c7d48b1744d6a2fd831d1b7eb25976cac656023a56ebc62e452554968d8,duration_complete,32.0,False,False,True,13.424999999999995,2.2702415099630664,0.00318219196554996,0.003449864711673831,False
recovery-window-v1,case-000,A_BAL,world-fb99b6ee805a711ed256e5fc049b6ef767402d5dc31d4acc687a230e85a28ea8,physical_collision,22.009999999999998,True,False,True,12.355,2.83250002404504,0.7959296371030958,0.2571869361125642,False
recovery-window-v1,case-000,F2,world-fb99b6ee805a711ed256e5fc049b6ef767402d5dc31d4acc687a230e85a28ea8,physical_collision,5.619999999999999,True,False,True,4.195,0.5905861183324155,0.5905861183324155,0.46286686611495076,False
recovery-window-v1,case-000,PD_F,world-fb99b6ee805a711ed256e5fc049b6ef767402d5dc31d4acc687a230e85a28ea8,physical_collision,5.575,True,False,True,3.7800000000000007,0.5984666160298573,0.5984666160298573,0.4808491242501978,False
recovery-window-v1,case-001,A_BAL,world-10719179f5e5e40f34a2a0e3c817f86183c7ec3a9556191ea8f6146d0a7609de,physical_collision,22.009999999999998,True,False,True,12.149999999999999,2.874121167555879,0.7988142087730207,0.3728058525262371,False
recovery-window-v1,case-001,F2,world-10719179f5e5e40f34a2a0e3c817f86183c7ec3a9556191ea8f6146d0a7609de,physical_collision,5.619999999999999,True,False,True,4.195,0.5905861183324155,0.5905861183324155,0.46286686611495076,False
recovery-window-v1,case-001,PD_F,world-10719179f5e5e40f34a2a0e3c817f86183c7ec3a9556191ea8f6146d0a7609de,physical_collision,5.575,True,False,True,3.7800000000000007,0.5984666160298573,0.5984666160298573,0.4808491242501978,False
recovery-window-v1,case-002,A_BAL,world-30deac5602e5c334d01c3a3da5c7f3c2a697d2ca9552bac5ee1c7a596c60b76c,physical_collision,22.074999999999992,True,False,True,12.874999999999993,2.83250002404504,0.7563657823070022,0.21862975274505614,False
recovery-window-v1,case-002,F2,world-30deac5602e5c334d01c3a3da5c7f3c2a697d2ca9552bac5ee1c7a596c60b76c,physical_collision,5.619999999999999,True,False,True,4.195,0.5905861183324155,0.5905861183324155,0.46286686611495076,False
recovery-window-v1,case-002,PD_F,world-30deac5602e5c334d01c3a3da5c7f3c2a697d2ca9552bac5ee1c7a596c60b76c,physical_collision,5.575,True,False,True,3.7800000000000007,0.5984666160298573,0.5984666160298573,0.4808491242501978,False
period-refinement-v1,case-000,A_BAL,world-74630112455623cf7ca28054e65051c03351bccb29857d7de8d1fcf7443b6297,physical_collision,26.024999999999995,True,False,True,17.51999999999999,2.2997395859697116,0.8926112813971261,0.3670142135241669,False
period-refinement-v1,case-000,F2,world-74630112455623cf7ca28054e65051c03351bccb29857d7de8d1fcf7443b6297,physical_collision,26.13,True,False,True,14.594999999999997,4.673437537863776,0.8023112780116406,0.27200596103128943,False
period-refinement-v1,case-000,PD_F,world-74630112455623cf7ca28054e65051c03351bccb29857d7de8d1fcf7443b6297,physical_collision,25.744999999999994,True,False,True,15.969999999999986,2.41140764054523,0.421889848780043,0.4112763510644564,False
period-refinement-v1,case-001,A_BAL,world-f769d122350dc96341126c4bf0686df83e349fd1fa569cb2326c0c867af7976a,physical_collision,26.019999999999996,True,False,True,17.849999999999994,2.2997395859697116,0.7513499864915435,0.34080716551259355,False
period-refinement-v1,case-001,F2,world-f769d122350dc96341126c4bf0686df83e349fd1fa569cb2326c0c867af7976a,physical_collision,26.049999999999997,True,False,True,15.25999999999999,4.673437537863776,0.7922505508544806,0.342933966519561,False
period-refinement-v1,case-001,PD_F,world-f769d122350dc96341126c4bf0686df83e349fd1fa569cb2326c0c867af7976a,physical_collision,25.71999999999999,True,False,True,16.57999999999999,2.41140764054523,0.44828203638211545,0.3803329919430874,False
period-refinement-v1,case-002,A_BAL,world-4016e4e80585bc801fb0b46a4e9cf37a176880ca91fff6201b05b8438fc77362,physical_collision,26.009999999999998,True,False,True,16.995000000000005,2.2997395859697116,0.8404846753512873,0.388262219813513,False
period-refinement-v1,case-002,F2,world-4016e4e80585bc801fb0b46a4e9cf37a176880ca91fff6201b05b8438fc77362,duration_complete,38.0,False,True,True,18.85499999999999,4.673437537863776,0.0024171475836201675,0.0026187829239556126,False
period-refinement-v1,case-002,PD_F,world-4016e4e80585bc801fb0b46a4e9cf37a176880ca91fff6201b05b8438fc77362,physical_collision,25.685,True,False,True,15.430000000000001,2.41140764054523,0.5062521434274659,0.4890614268181795,False
period-refinement-v1,case-003,A_BAL,world-f5e742041b4564e0efcbf9c8993cf46ce88c9e8ae0bac158a5cc09a2b60cd90d,physical_collision,28.024999999999995,True,False,True,19.714999999999996,2.3168118010690826,0.8884784104425271,0.36276219143311444,False
period-refinement-v1,case-003,F2,world-f5e742041b4564e0efcbf9c8993cf46ce88c9e8ae0bac158a5cc09a2b60cd90d,physical_collision,28.13,True,False,True,18.11,2.434511195472207,0.80247721824194,0.2719992447913429,False
