K,component,observation,repetition,seconds
8,learner,navigation_combined,37,0.01555242808535695
8,controller,navigation_combined,37,0.014091814868152142
8,controller,structured_nominal,38,0.013751657214015722
8,learner,structured_nominal,38,0.015542701818048954
8,controller,structured_combined,38,0.013709792867302895
8,learner,structured_combined,38,0.015534554608166218
8,controller,navigation_nominal,38,0.014050402212888002
8,learner,navigation_nominal,38,0.01546830590814352
8,controller,navigation_combined,38,0.0139620047993958
8,learner,navigation_combined,38,0.015451735816895962
4,controller,structured_nominal,38,0.013720459770411253
4,learner,structured_nominal,38,0.01538976514711976
4,controller,structured_combined,38,0.0135530149564147
4,learner,structured_combined,38,0.015388200990855694
4,controller,navigation_nominal,38,0.013592756818979979
4,learner,navigation_nominal,38,0.015370227862149477
4,controller,navigation_combined,38,0.013494746759533882
4,learner,navigation_combined,38,0.01525789825245738
32,controller,structured_nominal,38,0.01429868396371603
32,learner,structured_nominal,38,0.016447478905320168
32,controller,structured_combined,38,0.014141732826828957
32,learner,structured_combined,38,0.016667970921844244
32,controller,navigation_nominal,38,0.014982330612838268
32,learner,navigation_nominal,38,0.016487221233546734
32,controller,navigation_combined,38,0.014624250121414661
32,learner,navigation_combined,38,0.01643010787665844
16,controller,structured_nominal,38,0.013943762052804232
16,learner,structured_nominal,38,0.016173003241419792
16,controller,structured_combined,38,0.014025019016116858
16,learner,structured_combined,38,0.016020305920392275
16,controller,navigation_nominal,38,0.014013916254043579
16,learner,navigation_nominal,38,0.01596998469904065
16,controller,navigation_combined,38,0.013593224808573723
16,learner,navigation_combined,38,0.016022996976971626
16,learner,structured_nominal,39,0.01657228684052825
16,controller,structured_nominal,39,0.014272718224674463
16,learner,structured_combined,39,0.01628412213176489
16,controller,structured_combined,39,0.01410322031006217
16,learner,navigation_nominal,39,0.016111542005091906
16,controller,navigation_nominal,39,0.013728827238082886
16,learner,navigation_combined,39,0.016018800903111696
16,controller,navigation_combined,39,0.013624715618789196
8,learner,structured_nominal,39,0.01572325499728322
8,controller,structured_nominal,39,0.014734065625816584
8,learner,structured_combined,39,0.015629093162715435
8,controller,structured_combined,39,0.014985708054155111
8,learner,navigation_nominal,39,0.015547516290098429
8,controller,navigation_nominal,39,0.014578710310161114
8,learner,navigation_combined,39,0.015516397077590227
8,controller,navigation_combined,39,0.014200374018400908
4,learner,structured_nominal,39,0.01539902901276946
4,controller,structured_nominal,39,0.014191366266459227
4,learner,structured_combined,39,0.015247311908751726
4,controller,structured_combined,39,0.013344799634069204
4,learner,navigation_nominal,39,0.015233275014907122
4,controller,navigation_nominal,39,0.014172522816807032
4,learner,navigation_combined,39,0.01535117719322443
4,controller,navigation_combined,39,0.014718666672706604
32,learner,structured_nominal,39,0.016618783120065928
32,controller,structured_nominal,39,0.01419875305145979
32,learner,structured_combined,39,0.016467740759253502
32,controller,structured_combined,39,0.014236914925277233
32,learner,navigation_nominal,39,0.01646209182217717
32,controller,navigation_nominal,39,0.014184882864356041
32,learner,navigation_combined,39,0.016496132593601942
32,controller,navigation_combined,39,0.014206414110958576
